#CODE	ENGLISH	ENGLISH
AIREASON_ALL_HELP_IS_APPRECIATED	All help is appreciated	All help is appreciated
EVTDESC100042	I cannot flirt my way out of everything. [From.GetFirstName] thinks I'm a trollop after watching me flirt and use my charm to get my will through.	I cannot flirt my way out of everything. [From.GetFirstName] thinks I'm a trollop after watching me flirt and use my charm to get my will through.
EVTOPTA100042	Why would I care what [From.GetFirstName] thinks?	Why would I care what [From.GetFirstName] thinks?
EVTDESC100043	[From.GetFirstName] agreed to help me become more confident and courageous, gave me advice on how to talk to people to get them to like me more and how to use flattery to get my will through. It didn't take long before I could charm the pants off the spymaster if I wanted. Somewhere along my way to confidence, [From.GetFirstName] and I became friends.	[From.GetFirstName] agreed to help me become more confident and courageous, gave me advice on how to talk to people to get them to like me more and how to use flattery to get my will through. It didn't take long before I could charm the pants off the spymaster if I wanted. Somewhere along my way to confidence, [From.GetFirstName] and I became friends.
EVTOPTA100043	Best friends, forever!	Best friends, forever!
EVTDESC100044	I asked [From.GetFirstName] to help me, begged for a bit of understanding and even tried threatening [From.GetHerHim] into helping me gain some confidence and courage, but [From.GetFirstName] refused. [From.GetSheHeCap] did not want to share [From.GetHerHis] hard-earned secrets to confidence and courage.	I asked [From.GetFirstName] to help me, begged for a bit of understanding and even tried threatening [From.GetHerHim] into helping me gain some confidence and courage, but [From.GetFirstName] refused. [From.GetSheHeCap] did not want to share [From.GetHerHis] hard-earned secrets to confidence and courage.
EVTOPTA100044	[From.GetFirstName] must have feared the competition!	[From.GetFirstName] must have feared the competition!
EVTDESC100050	I wanted someone I could confide in, someone who were a bit more gregarious than me so [Root.GetSheHe] could introduce me to people without making me feel like a fool. A girl my age I could share secrets with, gossip and giggle over boys.	I wanted someone I could confide in, someone who were a bit more gregarious than me so [Root.GetSheHe] could introduce me to people without making me feel like a fool. A girl my age I could share secrets with, gossip and giggle over boys.
EVTOTPA100050	There should be someone I could talk to!	There should be someone I could talk to!
EVTTOOLTIP100051	[Root.GetTitledFirstName] meets [This.GetTitledFirstName]	[Root.GetTitledFirstName] meets [This.GetTitledFirstName]
EVTOTPB100050	What? Her? Never!	What? Her? Never!
EVTTOOLTIP100054	[Root.GetTitledFirstName] dismisses [This.GetTitledFirstName]	[Root.GetTitledFirstName] dismisses [This.GetTitledFirstName]
EVTOTPC100050	I will never find a good friend...	I will never find a good friend...
EVTDESC100051	[From.GetFirstName] seemed very lonely, so I decided to talk to [From.GetHerHim] a bit and see if I could make [From.GetHerHim] cheer up. It was if a dam had burst open, we talked and gossiped about everything, from the cook who always smelled of liquor to the cute guards.	[From.GetFirstName] seemed very lonely, so I decided to talk to [From.GetHerHim] a bit and see if I could make [From.GetHerHim] cheer up. It was if a dam had burst open, we talked and gossiped about everything, from the cook who always smelled of liquor to the cute guards.
EVTOPTA100051	I'd like [From.GetFirstName] to be my friend	I'd like [From.GetFirstName] to be my friend
EVTTOOLTIP100052	A strong friendship forms between [Root.GetTitledFirstName] and [This.GetTitledFirstName]	A strong friendship forms between [Root.GetTitledFirstName] and [This.GetTitledFirstName]
EVTOPTB100051	But... I like that guard!	But... I like that guard!
EVTTOOLTIP100053	Rivalry bloom between [Root.GetTitledFirstName] and [This.GetTitledFirstName]	Rivalry bloom between [Root.GetTitledFirstName] and [This.GetTitledFirstName]
EVTOPTC100051	I hope you feel better now	I hope you feel better now
EVTDESC100052	I felt as if a dam had burst and swept away with me. When [From.GetFirstName] started talking to me I couldn't stop, we gossiped, laughed and talked for what felt like for ever. I had such a good time I forgot how lonely I had felt just a couple of hours before.	I felt as if a dam had burst and swept away with me. When [From.GetFirstName] started talking to me I couldn't stop, we gossiped, laughed and talked for what felt like for ever. I had such a good time I forgot how lonely I had felt just a couple of hours before.
EVTOPTA100052	Let's do this again, tomorrow perhaps?	Let's do this again, tomorrow perhaps?
EVTOPTB100052	I do feel better now, thank you	I do feel better now, thank you
EVTDESC100053	I thought [From.GetFirstName] had enjoyed our [Root.GetManWoman]-to-[From.GetManWoman] talk yesterday, and I had really poured my heart out, told [From.GetHerHim] all my secrets and even that I thought one of the guards especially handsome. So when I saw that wench kiss 'my' guard this morning it broke my heart...	I thought [From.GetFirstName] had enjoyed our [Root.GetManWoman]-to-[From.GetManWoman] talk yesterday, and I had really poured my heart out, told [From.GetHerHim] all my secrets and even that I thought one of the guards especially handsome. So when I saw that wench kiss 'my' guard this morning it broke my heart...
EVTOPTA100053	I... I thought you were my friend!	I... I thought you were my friend!
EVTDESC100054	I see no reason why but [From.GetFirstName] clearly does not like me. If I were a bit more paranoid than I am I might think [From.GetSheHe] believes me to be a rival.	I see no reason why but [From.GetFirstName] clearly does not like me. If I were a bit more paranoid than I am I might think [From.GetSheHe] believes me to be a rival.
EVTOPTA100054	So, [From.GetFirstName], are we rivals now then? Fine!	So, [From.GetFirstName], are we rivals now then? Fine!
EVTDESC100060	I thought I finally had a chance winning a friendly duel during the swordstraining, my opponent clearly wasn't as comfortable with a sword as I was and I had read our teacher's treatise through and through several times. For all his unease, my opponent showed he knew what end of a sword you are supposed to hold and I lost once again.	I thought I finally had a chance winning a friendly duel during the swordstraining, my opponent clearly wasn't as comfortable with a sword as I was and I had read our teacher's treatise through and through several times. For all his unease, my opponent showed he knew what end of a sword you are supposed to hold and I lost once again.
EVTOPTA100060	Good game	Good game
EVTOPTB100060	How dare you! You, sir, have gained a new rival this day!	How dare you! You, sir, have gained a new rival this day!
EVTTOOLTIP100061	The defeated [Root.GetTitledFirstName] marks [This.GetTitledFirstName] as [Root.GetHerHis] new rival	The defeated [Root.GetTitledFirstName] marks [This.GetTitledFirstName] as [Root.GetHerHis] new rival
EVTOPTC100060	I'll defeat you tomorrow!	I'll defeat you tomorrow!
EVTDESC100061	[From.GetFirstName] certainly handled a sword expertly, but when we started fencing I realized [From.GetSheHe] probably had only read our teacher's treatise without ever practicing any of the moves. I easily disarmed [From.GetFirstName] and when I extended my hand to thank [From.GetHerHim] for the practice [From.GetSheHe] slapped it aside and named me [From.GetHerHis] rival.	[From.GetFirstName] certainly handled a sword expertly, but when we started fencing I realized [From.GetSheHe] probably had only read our teacher's treatise without ever practicing any of the moves. I easily disarmed [From.GetFirstName] and when I extended my hand to thank [From.GetHerHim] for the practice [From.GetSheHe] slapped it aside and named me [From.GetHerHis] rival.
EVTOPTA100061	Do you really want me as your rival?	Do you really want me as your rival?
EVTDESC100065	I am sick and tired of being called all sorts of names, dodging kicks and punches and never be left alone. My tormentor is able to sniff me out and find me wherever I try to hide, and I don't know if I can take it any longer!	I am sick and tired of being called all sorts of names, dodging kicks and punches and never be left alone. My tormentor is able to sniff me out and find me wherever I try to hide, and I don't know if I can take it any longer!
EVTOPTA100065	Fight back!	Fight back!
EVTTOOLTIP100066	[Root.GetTitledFirstName] punches [This.GetTitledFirstName]	[Root.GetTitledFirstName] punches [This.GetTitledFirstName]
EVTOPTB100065	Bribe my tormentor with a sweetmeat	Bribe my tormentor with a sweetmeat
EVTTOOLTIP100067	Will [This.GetTitledFirstName]'s sweetmeat tooth make [This.GetHerHim] leave [Root.GetTitledFirstName] alone?	Will [This.GetTitledFirstName]'s sweetmeat tooth make [This.GetHerHim] leave [Root.GetTitledFirstName] alone?
EVTOPTC100065	Try to ignore the tormentor	Try to ignore the tormentor
EVTDESC100066	It was a delight tormenting [From.GetFirstName], calling [From.GetHerHim] [From.GetFirstName] the cowardly chicken and other epithets and, if that didn't work, punches, kicks or destroying [From.GetHerHis] things. [From.GetFirstName] was easy prey, until [From.GetSheHe] punched back!	It's a delight tormenting [From.GetFirstName], calling [From.GetHerHim] [From.GetFirstName] the cowardly chicken and other epithets and, if that does not work, punches, kicks or destroying [From.GetHerHis]'s things. [From.GetFirstName] was easy prey, until [From.GetSheHe] punched back!
EVTOPTA100066	Ow, my nose! You'll pay for this!	Ow, my nose! You'll pay for this!
EVTDESC100067	I was looking forward to another day of tormenting [From.GetFirstName] with name-calling and kicks when [From.GetSheHe] came up to me and gave me a sweetmeat.	I was looking forward to another day of tormenting [From.GetFirstName] with name-calling and kicks when [From.GetSheHe] came up to me and gave me a sweetmeat.
EVTOPTA100067	Throw the sweetmeat away and kick [From.GetHerHis] butt!	Throw the sweetmeat away and kick [From.GetHerHis] butt!
